name,bn0.h0,bn0.op0,bn0.h1,bn0.op1,bn1.h0,bn1.op0,bn1.h1,bn1.op1,bn2.h0,bn2.op0,bn2.h1,bn2.op1,bn3.h0,bn3.op0,bn3.h1,bn3.op1,bn4.h0,bn4.op0,bn4.h1,bn4.op1,normal_concat,br0.h0,br0.op0,br0.h1,br0.op1,br1.h0,br1.op0,br1.h1,br1.op1,br2.h0,br2.op0,br2.h1,br2.op1,br3.h0,br3.op0,br3.h1,br3.op1,br4.h0,br4.op0,br4.h1,br4.op1,reduction_concat
"NasNet-A",0,"separable_5x5_2",1,"separable_3x3_2",1,"separable_5x5_2",1,"separable_3x3_2",0,"avg_pool_3x3",1,"none",1,"avg_pool_3x3",1,"avg_pool_3x3",0,"separable_3x3_2",0,"none","[1]",0,"separable_5x5_2",1,"separable_7x7_2",0,"max_pool_3x3",1,"separable_7x7_2",0,"avg_pool_3x3",1,"separable_5x5_2",3,"none",2,"avg_pool_3x3",2,"separable_3x3_2",0,"max_pool_3x3","[3]"
